125.45	33
125.47	34
125.49	28
125.51	20
125.53	26
125.55	31
125.57	24
125.59	39
125.61	21
125.63	27
125.65	32
125.67	25
125.69	33
125.71	36
125.73	28
125.75	26
125.77	26
125.79	23
125.81	31
125.83	31
125.85	28
125.87	29
125.89	31
125.91	30
125.93	34
125.95	38
125.97	45
125.99	31
126.01	24
126.03	27
126.05	30
126.07	31
126.09	30
126.11	28
126.13	37
126.15	22
126.17	35
126.19	29
126.21	22
126.23	30
126.25	31
126.27	35
126.29	33
126.31	28
126.33	25
126.35	39
126.37	34
126.39	33
126.41	34
126.43	21
126.45	28
126.47	38
126.49	35
126.51	31
126.53	28
126.55	36
126.57	24
126.59	24
126.61	33
126.63	35
126.65	45
126.67	38
126.69	30
126.71	20
126.73	29
126.75	28
126.77	37
126.79	22
126.81	33
126.83	25
126.85	39
126.87	33
126.89	39
126.91	34
126.93	38
126.95	31
126.97	29
126.99	33
127.01	31
127.03	28
127.05	32
127.07	31
127.09	33
127.11	32
127.13	34
127.15	40
127.17	35
127.19	39
127.21	30
127.23	28
127.25	27
127.27	21
127.29	25
127.31	36
127.33	32
127.35	41
127.37	23
127.39	38
127.41	37
127.43	33
127.45	31
127.47	38
127.49	31
127.51	24
127.53	33
127.55	28
127.57	36
127.59	44
127.61	31
127.63	30
127.65	45
127.67	31
127.69	30
127.71	24
127.73	36
127.75	40
127.77	29
127.79	27
127.81	30
127.83	29
127.85	33
127.87	33
127.89	40
127.91	45
127.93	32
127.95	38
127.97	26
127.99	27
128.01	41
128.03	35
128.05	39
128.07	23
128.09	30
128.11	45
128.13	28
128.15	49
128.17	31
128.19	32
128.21	51
128.23	41
128.25	35
128.27	36
128.29	37
128.31	38
128.33	35
128.35	34
128.37	31
128.39	36
128.41	43
128.43	43
128.45	23
128.47	32
128.49	35
128.51	27
128.53	31
128.55	42
128.57	34
128.59	38
128.61	43
128.63	30
128.65	40
128.67	33
128.69	32
128.71	40
128.73	35
128.75	37
128.77	38
128.79	36
128.81	46
128.83	33
128.85	39
128.87	51
128.89	39
128.91	41
128.93	46
128.95	29
128.97	36
128.99	43
129.01	40
129.03	41
129.05	41
129.07	35
129.09	55
129.11	38
129.13	36
129.15	32
129.17	43
129.19	39
129.21	27
129.23	51
129.25	39
129.27	33
129.29	40
129.31	45
129.33	29
129.35	43
129.37	32
129.39	36
129.41	30
129.43	44
129.45	41
129.47	45
129.49	41
129.51	28
129.53	40
129.55	37
129.57	31
129.59	31
129.61	27
129.63	38
129.65	30
129.67	38
129.69	42
129.71	41
129.73	44
129.75	36
129.77	45
129.79	42
129.81	38
129.83	34
129.85	35
129.87	43
129.89	37
129.91	39
129.93	42
129.95	41
129.97	38
129.99	45
130.01	32
130.03	41
130.05	27
130.07	37
130.09	32
130.11	42
130.13	39
130.15	36
130.17	36
130.19	35
130.21	57
130.23	36
130.25	56
130.27	35
130.29	48
130.31	40
130.33	37
130.35	43
130.37	51
130.39	38
130.41	41
130.43	44
130.45	36
130.47	43
130.49	34
130.51	45
130.53	42
130.55	33
130.57	28
130.59	46
130.61	42
130.63	49
130.65	40
130.67	47
130.69	35
130.71	30
130.73	34
130.75	40
130.77	38
130.79	39
130.81	38
130.83	41
130.85	35
130.87	37
130.89	47
130.91	45
130.93	38
130.95	40
130.97	43
130.99	55
131.01	41
131.03	47
131.05	39
131.07	48
131.09	52
131.11	40
131.13	39
131.15	39
131.17	48
131.19	49
131.21	36
131.23	51
131.25	40
131.27	33
131.29	42
131.31	44
131.33	45
131.35	42
131.37	45
131.39	52
131.41	37
131.43	45
131.45	39
131.47	56
131.49	57
131.51	45
131.53	45
131.55	43
131.57	30
131.59	41
131.61	49
131.63	47
131.65	52
131.67	41
131.69	49
131.71	48
131.73	36
131.75	39
131.77	38
131.79	50
131.81	47
131.83	43
131.85	47
131.87	26
131.89	48
131.91	37
131.93	59
131.95	43
131.97	55
131.99	42
132.01	44
132.03	49
132.05	46
132.07	47
132.09	39
132.11	47
132.13	53
132.15	50
132.17	51
132.19	42
132.21	52
132.23	46
132.25	30
132.27	44
132.29	46
132.31	47
132.33	48
132.35	40
132.37	54
132.39	45
132.41	48
132.43	48
132.45	50
132.47	39
132.49	33
132.51	36
132.53	44
132.55	46
132.57	51
132.59	52
132.61	57
132.63	46
132.65	62
132.67	47
132.69	51
132.71	46
132.73	56
132.75	42
132.77	58
132.79	56
132.81	46
132.83	41
132.85	44
132.87	41
132.89	47
132.91	51
132.93	46
132.95	46
132.97	50
132.99	47
133.01	53
133.03	38
133.05	42
133.07	46
133.09	46
133.11	55
133.13	57
133.15	44
133.17	53
133.19	62
133.21	60
133.23	61
133.25	54
133.27	52
133.29	59
133.31	41
133.33	50
133.35	45
133.37	40
133.39	54
133.41	49
133.43	55
133.45	56
133.47	56
133.49	62
133.51	45
133.53	47
133.55	47
133.57	55
133.59	54
133.61	60
133.63	54
133.65	64
133.67	49
133.69	52
133.71	50
133.73	51
133.75	57
133.77	57
133.79	49
133.81	47
133.83	39
133.85	55
133.87	62
133.89	43
133.91	66
133.93	57
133.95	54
133.97	47
133.99	53
134.01	64
134.03	59
134.05	39
134.07	61
134.09	74
134.11	59
134.13	53
134.15	46
134.17	74
134.19	43
134.21	46
134.23	73
134.25	55
134.27	61
134.29	43
134.31	56
134.33	68
134.35	61
134.37	56
134.39	67
134.41	60
134.43	53
134.45	62
134.47	53
134.49	53
134.51	61
134.53	54
134.55	59
134.57	55
134.59	55
134.61	65
134.63	62
134.65	69
134.67	55
134.69	53
134.71	58
134.73	54
134.75	57
134.77	54
134.79	55
134.81	65
134.83	57
134.85	59
134.87	60
134.89	53
134.91	45
134.93	61
134.95	66
134.97	64
